bcdname,framenum,xcen,ycen,flux_2,fluxerr_2,flux_2p25,fluxerr_2p25,flux_2p5,fluxerr_2p5,flux_2p75,fluxerr_2p75,flux_3,fluxerr_3,BMJD,bkgd,bkgderr,np,xfwhm,yfwhm,peakpixDN
"ch2/bcd/SPITZER_I2_46470656_0000_0000_1_bcd.fits",0,15.1569,15.1458,0.0473991,0.000212764,0.0490784,0.000223075,0.0503659,0.000233468,0.0510727,0.000243754,0.0513768,0.000254302,56254.53212340000,0.00139514,0.00127056,4.50859,2.02019,1.98876,8291.56
"ch2/bcd/SPITZER_I2_46470656_0000_0000_1_bcd.fits",1,15.1560,15.1475,0.0479245,0.000219753,0.0496477,0.000231519,0.0509534,0.000243466,0.0516496,0.000255420,0.0519281,0.000267766,56254.53214617923,0.00169512,0.00143674,4.52707,2.02311,1.98465,8352.56
"ch2/bcd/SPITZER_I2_46470656_0000_0000_1_bcd.fits",2,15.1556,15.1429,0.0480837,0.000215442,0.0498021,0.000226128,0.0511106,0.000236907,0.0518096,0.000247582,0.0521040,0.000258562,56254.53216895845,0.00168114,0.00131323,4.44366,2.02824,1.98893,8485.56
"ch2/bcd/SPITZER_I2_46470656_0000_0000_1_bcd.fits",3,15.1509,15.1412,0.0479259,0.000214255,0.0496677,0.000224772,0.0510122,0.000235375,0.0517276,0.000245816,0.0520201,0.000256511,56254.53219173767,0.00184391,0.00128729,4.51803,2.03916,2.00260,8410.56
"ch2/bcd/SPITZER_I2_46470656_0000_0000_1_bcd.fits",4,15.1699,15.1432,0.0476624,0.000216921,0.0493848,0.000228145,0.0506583,0.000239446,0.0513408,0.000250722,0.0516387,0.000262376,56254.53221451690,0.00190649,0.00137378,4.50939,2.03757,1.99361,8356.56
"ch2/bcd/SPITZER_I2_46470656_0000_0000_1_bcd.fits",5,15.1616,15.1375,0.0481330,0.000223218,0.0498728,0.000235715,0.0511895,0.000248453,0.0518907,0.000261267,0.0521916,0.000274566,56254.53223729612,0.00190156,0.00151595,4.53491,2.06166,2.01547,8433.56
"ch2/bcd/SPITZER_I2_46470656_0000_0000_1_bcd.fits",6,15.1528,15.1341,0.0480223,0.000220881,0.0497243,0.000232835,0.0510223,0.000245018,0.0516985,0.000257219,0.0519817,0.000269872,56254.53226007535,0.00190427,0.00146125,4.45057,2.04494,1.99283,8492.56
"ch2/bcd/SPITZER_I2_46470656_0000_0000_1_bcd.fits",7,15.1602,15.1395,0.0478141,0.000215027,0.0495228,0.000225727,0.0508185,0.000236515,0.0515119,0.000247210,0.0518149,0.000258232,56254.53228285457,0.00177982,0.00131417,4.46114,2.03957,1.98732,8434.56
"ch2/bcd/SPITZER_I2_46470656_0000_0000_1_bcd.fits",8,15.1713,15.1362,0.0479617,0.000217648,0.0497169,0.000228960,0.0510301,0.000240363,0.0517310,0.000251716,0.0520218,0.000263422,56254.53230563379,0.00179302,0.00137956,4.51677,2.02668,2.00609,8398.56
"ch2/bcd/SPITZER_I2_46470656_0000_0000_1_bcd.fits",9,15.1629,15.1308,0.0479373,0.000211168,0.0496784,0.000220945,0.0510060,0.000230706,0.0517153,0.000240237,0.0519922,0.000249925,56254.53232841302,0.00169307,0.00119692,4.42419,2.02407,1.98547,8480.56
"ch2/bcd/SPITZER_I2_46470656_0000_0000_1_bcd.fits",10,15.1651,15.1458,0.0477027,0.000221306,0.0494111,0.000233501,0.0506937,0.000245904,0.0514000,0.000258402,0.0517116,0.000271358,56254.53235119225,0.00185115,0.00148639,4.49651,2.05032,1.99553,8389.56
"ch2/bcd/SPITZER_I2_46470656_0000_0000_1_bcd.fits",11,15.1700,15.1384,0.0477365,0.000219878,0.0494783,0.000231787,0.0507649,0.000243828,0.0514396,0.000255884,0.0517099,0.000268361,56254.53237397147,0.00188459,0.00144792,4.52076,2.02767,2.01118,8360.56
"ch2/bcd/SPITZER_I2_46470656_0000_0000_1_bcd.fits",12,15.1598,15.1291,0.0478375,0.000212732,0.0495598,0.000222900,0.0508838,0.000233120,0.0515858,0.000243153,0.0518610,0.000253399,56254.53239675069,0.00165598,0.00124795,4.39948,2.02435,1.96140,8473.56
"ch2/bcd/SPITZER_I2_46470656_0000_0000_1_bcd.fits",13,15.1644,15.1297,0.0476332,0.000215318,0.0493435,0.000226173,0.0506386,0.000237127,0.0513293,0.000247999,0.0516279,0.000259209,56254.53241952992,0.00187987,0.00133055,4.46160,2.06111,1.99140,8427.56
"ch2/bcd/SPITZER_I2_46470656_0000_0000_1_bcd.fits",14,15.1720,15.1364,0.0475713,0.000215106,0.0493286,0.000226010,0.0506300,0.000236938,0.0513228,0.000247772,0.0516141,0.000258924,56254.53244230914,0.00171884,0.00132803,4.42259,2.04275,1.97645,8428.56
"ch2/bcd/SPITZER_I2_46470656_0000_0000_1_bcd.fits",15,15.1843,15.1401,0.0479587,0.000212019,0.0497371,0.000222041,0.0510322,0.000231950,0.0517435,0.000241702,0.0520591,0.000251681,56254.53246508837,0.00173252,0.00122204,4.45150,2.03533,1.97835,8462.56
"ch2/bcd/SPITZER_I2_46470656_0000_0000_1_bcd.fits",16,15.1783,15.1281,0.0477173,0.000210820,0.0494787,0.000220650,0.0507870,0.000230395,0.0514935,0.000239933,0.0517851,0.000249652,56254.53248786760,0.00174912,0.00119815,4.43094,2.01862,1.98771,8441.56
"ch2/bcd/SPITZER_I2_46470656_0000_0000_1_bcd.fits",17,15.1773,15.1370,0.0476796,0.000211708,0.0494430,0.000221766,0.0507371,0.000231736,0.0514209,0.000241513,0.0517178,0.000251535,56254.53251064682,0.00166175,0.00122680,4.53466,2.04804,1.99706,8328.56
"ch2/bcd/SPITZER_I2_46470656_0000_0000_1_bcd.fits",18,15.1858,15.1452,0.0477191,0.000211966,0.0495038,0.000222101,0.0508038,0.000232126,0.0515122,0.000241990,0.0518194,0.000252083,56254.53253342604,0.00173606,0.00123240,4.51168,2.04921,1.98645,8357.56
"ch2/bcd/SPITZER_I2_46470656_0000_0000_1_bcd.fits",19,15.2014,15.1332,0.0478958,0.000212389,0.0496886,0.000222552,0.0509444,0.000232529,0.0516208,0.000242373,0.0518977,0.000252455,56254.53255620527,0.00175929,0.00123603,4.47726,2.03541,1.97947,8407.56
"ch2/bcd/SPITZER_I2_46470656_0000_0000_1_bcd.fits",20,15.2048,15.1360,0.0480708,0.000217525,0.0498716,0.000228823,0.0511093,0.000240017,0.0517465,0.000251178,0.0520147,0.000262745,56254.53257898449,0.00185405,0.00137191,4.60441,2.05013,1.98241,8278.56
"ch2/bcd/SPITZER_I2_46470656_0000_0000_1_bcd.fits",21,15.2138,15.1449,0.0480034,0.000213856,0.0497983,0.000224318,0.0510029,0.000234546,0.0516648,0.000244738,0.0519645,0.000255255,56254.53260176371,0.00179576,0.00127321,4.62473,2.04172,1.99038,8241.56
"ch2/bcd/SPITZER_I2_46470656_0000_0000_1_bcd.fits",22,15.1862,15.1336,0.0475813,0.000210474,0.0493015,0.000220216,0.0505389,0.000229826,0.0511971,0.000239265,0.0514661,0.000248920,56254.53262454294,0.00170301,0.00119516,4.43753,2.02008,1.95128,8355.56
"ch2/bcd/SPITZER_I2_46470656_0000_0000_1_bcd.fits",23,15.1874,15.1333,0.0479229,0.000214232,0.0497268,0.000224835,0.0510365,0.000235362,0.0517349,0.000245751,0.0520227,0.000256407,56254.53264732216,0.00173030,0.00128774,4.51884,2.04117,1.99888,8383.56
"ch2/bcd/SPITZER_I2_46470656_0000_0000_1_bcd.fits",24,15.1967,15.1418,0.0476085,0.000215596,0.0493922,0.000226634,0.0506385,0.000237577,0.0513048,0.000248483,0.0515805,0.000259733,56254.53267010139,0.00182017,0.00134029,4.57927,2.06644,1.99431,8259.56
