bcdname,framenum,xcen,ycen,flux_2,fluxerr_2,flux_2p25,fluxerr_2p25,flux_2p5,fluxerr_2p5,flux_2p75,fluxerr_2p75,flux_3,fluxerr_3,BMJD,bkgd,bkgderr,np,xfwhm,yfwhm,peakpixDN
"ch2/bcd/SPITZER_I2_46470912_0000_0000_1_bcd.fits",0,15.2207,15.0227,0.0471982,0.000217659,0.0490953,0.000229560,0.0504140,0.000241357,0.0510510,0.000253039,0.0513252,0.000265179,56251.33393530000,0.00175216,0.00141211,4.34671,2.06718,1.98606,8515.56
"ch2/bcd/SPITZER_I2_46470912_0000_0000_1_bcd.fits",1,15.2207,15.0228,0.0473418,0.000215214,0.0492603,0.000226517,0.0505664,0.000237599,0.0511861,0.000248493,0.0514589,0.000259807,56251.33395807922,0.00190501,0.00134048,4.35362,2.08037,1.96506,8506.56
"ch2/bcd/SPITZER_I2_46470912_0000_0000_1_bcd.fits",2,15.2321,15.0191,0.0473620,0.000209607,0.0492866,0.000219593,0.0505625,0.000229152,0.0511733,0.000238400,0.0514575,0.000247956,56251.33398085845,0.00175843,0.00117901,4.33088,2.05799,1.95658,8499.56
"ch2/bcd/SPITZER_I2_46470912_0000_0000_1_bcd.fits",3,15.2226,15.0178,0.0475229,0.000211866,0.0494701,0.000222347,0.0507982,0.000232499,0.0514372,0.000242357,0.0517257,0.000252539,56251.33400363767,0.00177845,0.00123780,4.39775,2.07800,1.97251,8477.56
"ch2/bcd/SPITZER_I2_46470912_0000_0000_1_bcd.fits",4,15.2357,15.0108,0.0476446,0.000218044,0.0495980,0.000229914,0.0508798,0.000241531,0.0514849,0.000253038,0.0517595,0.000265045,56251.33402641689,0.00193099,0.00140293,4.35031,2.06915,1.96380,8553.56
"ch2/bcd/SPITZER_I2_46470912_0000_0000_1_bcd.fits",5,15.2343,15.0197,0.0478597,0.000217558,0.0498079,0.000229208,0.0511003,0.000240610,0.0517298,0.000251902,0.0520164,0.000263655,56251.33404919612,0.00197398,0.00138060,4.39129,2.07114,1.99398,8552.56
"ch2/bcd/SPITZER_I2_46470912_0000_0000_1_bcd.fits",6,15.2324,14.9993,0.0475280,0.000216621,0.0494736,0.000228212,0.0507647,0.000239546,0.0513453,0.000250692,0.0516016,0.000262325,56251.33407197535,0.00194243,0.00136968,4.31229,2.06392,1.95875,8567.56
"ch2/bcd/SPITZER_I2_46470912_0000_0000_1_bcd.fits",7,15.2335,14.9924,0.0474732,0.000219226,0.0494270,0.000231441,0.0507237,0.000243454,0.0512975,0.000255322,0.0515549,0.000267741,56251.33409475457,0.00200361,0.00144166,4.42620,2.09385,1.98807,8447.56
"ch2/bcd/SPITZER_I2_46470912_0000_0000_1_bcd.fits",8,15.2413,14.9947,0.0474870,0.000215898,0.0494607,0.000227368,0.0507327,0.000238482,0.0512889,0.000249377,0.0515449,0.000260768,56251.33411753379,0.00204102,0.00135353,4.39580,2.07122,1.97227,8458.56
"ch2/bcd/SPITZER_I2_46470912_0000_0000_1_bcd.fits",9,15.2410,15.0021,0.0475186,0.000217274,0.0495082,0.000229077,0.0507890,0.000240546,0.0513722,0.000251860,0.0516402,0.000263679,56251.33414031302,0.00203863,0.00138855,4.40057,2.07338,1.99579,8488.56
"ch2/bcd/SPITZER_I2_46470912_0000_0000_1_bcd.fits",10,15.2352,15.0055,0.0473671,0.000218120,0.0493249,0.000230138,0.0506115,0.000241908,0.0512027,0.000253550,0.0514808,0.000265725,56251.33416309224,0.00197125,0.00141744,4.37269,2.09207,1.98948,8503.56
"ch2/bcd/SPITZER_I2_46470912_0000_0000_1_bcd.fits",11,15.2380,15.0091,0.0474142,0.000220674,0.0493681,0.000233245,0.0506370,0.000245608,0.0512244,0.000257926,0.0514894,0.000270817,56251.33418587147,0.00189351,0.00148113,4.36251,2.06305,1.95959,8473.56
"ch2/bcd/SPITZER_I2_46470912_0000_0000_1_bcd.fits",12,15.2410,15.0001,0.0475492,0.000218903,0.0495376,0.000231063,0.0508211,0.000242935,0.0514078,0.000254691,0.0516629,0.000266966,56251.33420865069,0.00193544,0.00143007,4.30150,2.07962,1.95787,8589.56
"ch2/bcd/SPITZER_I2_46470912_0000_0000_1_bcd.fits",13,15.2398,14.9984,0.0474126,0.000217302,0.0493988,0.000229155,0.0506839,0.000240690,0.0512598,0.000252057,0.0515226,0.000263938,56251.33423142992,0.00199949,0.00139393,4.42471,2.08017,1.98210,8423.56
"ch2/bcd/SPITZER_I2_46470912_0000_0000_1_bcd.fits",14,15.2555,14.9899,0.0474064,0.000213921,0.0494447,0.000225069,0.0507124,0.000235696,0.0512887,0.000246087,0.0515764,0.000256941,56251.33425420914,0.00185721,0.00130332,4.41916,2.08073,1.98654,8430.56
