bcdname,framenum,xcen,ycen,flux_2,fluxerr_2,flux_2p25,fluxerr_2p25,flux_2p5,fluxerr_2p5,flux_2p75,fluxerr_2p75,flux_3,fluxerr_3,BMJD,bkgd,bkgderr,np,xfwhm,yfwhm,peakpixDN,pixval0-0,pixval0-1,pixval0-2,pixval0-3,pixval0-4,pixval0-5,pixval0-6,pixval0-7,pixval0-8,pixval1-0,pixval1-1,pixval1-2,pixval1-3,pixval1-4,pixval1-5,pixval1-6,pixval1-7,pixval1-8,pixval2-0,pixval2-1,pixval2-2,pixval2-3,pixval2-4,pixval2-5,pixval2-6,pixval2-7,pixval2-8,pixval3-0,pixval3-1,pixval3-2,pixval3-3,pixval3-4,pixval3-5,pixval3-6,pixval3-7,pixval3-8,pixval4-0,pixval4-1,pixval4-2,pixval4-3,pixval4-4,pixval4-5,pixval4-6,pixval4-7,pixval4-8,pixval5-0,pixval5-1,pixval5-2,pixval5-3,pixval5-4,pixval5-5,pixval5-6,pixval5-7,pixval5-8,pixval6-0,pixval6-1,pixval6-2,pixval6-3,pixval6-4,pixval6-5,pixval6-6,pixval6-7,pixval6-8,pixval7-0,pixval7-1,pixval7-2,pixval7-3,pixval7-4,pixval7-5,pixval7-6,pixval7-7,pixval7-8,pixval8-0,pixval8-1,pixval8-2,pixval8-3,pixval8-4,pixval8-5,pixval8-6,pixval8-7,pixval8-8
"ch2/bcd/SPITZER_I2_46469888_0000_0000_1_bcd.fits",0,15.1341,15.1210,0.0474842,0.000219795,0.0491234,0.000231642,0.0504385,0.000243835,0.0511217,0.000256016,0.0513914,0.000268610,56430.04756830000,0.00171051,0.00145638,4.45912,2.04136,1.99806,8424.56,-0.223362,0.0953622,1.13904,2.66713,1.12616,3.58935,1.28535,1.12250,0.250966,1.03232,1.91009,3.22100,1.15899,2.04779,0.688499,1.99301,3.44847,0.615336,1.31614,1.65908,1.61814,1.41648,12.9555,9.21467,2.95621,2.41672,0.926500,4.32800,2.81421,4.57148,26.9177,70.3710,62.6120,11.9803,1.99604,3.03595,2.59907,2.48440,20.5605,87.0781,690.692,123.550,17.1528,1.92716,0.897213,3.14238,2.12951,7.62905,50.2286,105.609,97.1007,14.1364,1.09380,2.54981,1.19045,0.937927,1.55106,7.20834,35.1246,30.2696,7.49041,1.49788,1.38249,1.60542,2.38661,1.55387,0.758861,3.13042,5.19975,2.27590,1.48704,1.19571,0.328935,1.00877,1.31716,2.16401,1.65408,3.04711,2.24800,1.61973,0.972693
"ch2/bcd/SPITZER_I2_46469888_0000_0000_1_bcd.fits",1,15.1351,15.1341,0.0475670,0.000211615,0.0492604,0.000221600,0.0506138,0.000231713,0.0513417,0.000241610,0.0516348,0.000251687,56430.04759107922,0.00169352,0.00122875,4.40555,2.03868,1.96489,8454.56,-0.0641468,-0.0643621,1.13919,2.82784,1.44395,3.82725,2.23844,1.12319,0.487247,0.919830,2.49369,1.94456,0.815763,2.41164,1.74182,1.65364,3.57362,1.52288,1.43319,1.93854,1.89069,0.902596,14.1602,10.4581,3.46357,1.98730,1.51398,3.93182,1.39981,4.95413,28.0269,68.8192,63.7108,11.5691,2.06525,3.58324,2.12931,1.76773,20.4791,85.7668,694.611,125.566,17.5651,1.92751,2.25863,2.95256,1.93803,8.14766,46.8806,101.194,100.118,13.3068,1.77504,1.74312,1.71237,0.898827,1.82564,8.20041,35.7135,31.5692,7.92454,1.45996,1.26767,2.13013,2.14619,1.93164,1.21592,3.27719,4.86874,2.26617,2.33459,0.787436,0.725902,1.39259,1.62908,2.24283,1.41256,1.93670,1.16403,1.70022,0.0136842
"ch2/bcd/SPITZER_I2_46469888_0000_0000_1_bcd.fits",2,15.1356,15.1350,0.0478239,0.000215232,0.0495233,0.000225961,0.0508653,0.000236868,0.0515727,0.000247634,0.0518563,0.000258683,56430.04761385845,0.00187505,0.00131942,4.55136,2.04108,2.01022,8357.56,0.472575,0.474848,0.798757,3.28931,1.74222,3.80804,2.13981,1.41978,0.468163,0.823179,2.47853,2.34147,1.42363,2.87062,1.18358,1.32979,3.87208,0.881432,1.72725,1.52242,1.87250,1.67658,12.8199,9.71764,2.89851,2.51687,1.02544,4.21592,2.70042,4.22040,28.4013,71.2103,63.4439,12.9807,2.59676,3.39811,2.58007,2.30620,21.8046,85.9068,686.520,131.149,18.4564,2.54581,2.55915,3.09416,2.23893,8.21028,48.0721,105.783,101.953,14.3247,2.15541,1.72694,1.21157,1.59573,0.866768,7.86437,35.7754,31.2351,7.03712,1.59885,1.40424,2.64048,2.42874,2.21824,1.26861,2.70384,5.72012,2.16107,1.68549,1.00109,0.231329,0.760531,1.53099,1.91435,1.24325,2.70300,2.47615,1.76029,0.872205
"ch2/bcd/SPITZER_I2_46469888_0000_0000_1_bcd.fits",3,15.1353,15.1389,0.0479693,0.000215148,0.0496664,0.000225785,0.0510077,0.000236596,0.0517159,0.000247262,0.0519919,0.000258190,56430.04763663767,0.00198464,0.00131035,4.42905,2.00831,1.98901,8487.56,0.223462,0.383695,1.42943,2.95718,1.49282,3.79668,1.88994,1.56687,0.457203,0.474771,2.75855,1.48404,1.70838,2.68479,1.69920,0.917765,3.84467,1.24527,1.55591,1.74572,1.85772,1.58248,12.6498,9.70249,3.27369,1.56262,1.94879,3.34195,0.882085,4.66728,28.0541,67.3941,65.0157,13.4343,2.25335,3.21296,2.17771,3.17075,22.8212,82.6419,697.647,132.273,19.5222,2.85250,2.06746,3.14549,2.29031,7.63130,49.2543,103.166,102.007,14.6144,0.937434,1.93253,1.03620,1.65923,1.40025,7.45234,34.3316,30.8239,7.81121,1.58891,1.15459,2.46377,2.55815,1.41583,1.39989,2.37099,5.45375,1.89897,2.36253,1.37288,0.853241,0.672380,1.75241,2.21658,1.37896,2.45329,2.29631,1.34716,0.542098
"ch2/bcd/SPITZER_I2_46469888_0000_0000_1_bcd.fits",4,15.1432,15.1289,0.0479948,0.000214283,0.0496625,0.000224657,0.0509747,0.000235188,0.0516773,0.000245588,0.0519613,0.000256247,56430.04765941689,0.00176457,0.00128484,4.38444,1.99798,1.97487,8511.56,0.374708,0.375254,0.940313,3.02967,1.88220,3.94810,2.91399,0.531431,0.213825,0.413177,2.16235,1.42128,1.02531,2.62443,0.786802,1.09024,3.54897,1.10739,1.90105,1.46153,1.81309,1.21959,12.6824,10.2181,3.22881,2.37893,2.21549,3.76132,2.70896,4.15046,28.0892,67.2676,60.5737,12.4298,2.52582,3.72615,2.95313,2.12777,21.8639,88.1613,699.777,129.259,17.1938,2.20758,2.38037,3.47968,2.31064,8.04395,47.8213,103.429,103.639,13.6793,1.98774,2.10663,0.828627,1.13892,0.887053,7.88268,35.6330,30.0676,6.50407,1.29886,1.65267,2.03826,3.05152,1.37239,1.51143,3.41803,5.65254,1.85537,1.92840,1.08873,0.845032,0.742669,1.74616,1.66230,1.36915,2.52800,1.45767,1.82215,1.01312
"ch2/bcd/SPITZER_I2_46469888_0000_0000_1_bcd.fits",5,15.1395,15.1279,0.0480354,0.000209943,0.0496921,0.000219242,0.0510026,0.000228605,0.0517025,0.000237710,0.0519873,0.000246960,56430.04768219612,0.00178462,0.00115459,4.34812,2.02019,1.98082,8588.56,0.809975,-0.0627835,0.738755,2.98894,1.04786,4.38386,2.63542,1.12320,0.173562,1.09170,1.96693,2.20453,0.671078,1.71048,0.589573,1.81879,3.97790,1.53413,1.16169,1.90064,1.46556,1.49832,12.0240,9.53611,4.04946,3.43687,1.78759,4.18842,1.58140,4.58657,29.0952,68.7616,64.0530,12.1535,1.85242,3.44973,2.52151,2.48516,21.0329,86.9001,706.342,126.862,16.3229,2.16725,1.21773,3.67389,2.42565,7.76474,47.5341,102.738,97.7054,14.1128,1.54759,1.83130,0.952681,1.41534,2.02301,7.92374,36.8641,29.7927,6.62405,1.57556,1.46148,2.38410,2.32619,2.34505,1.47440,3.45883,5.93016,1.97650,2.36007,1.68818,0.251268,1.08612,1.62933,1.77850,1.95508,2.72738,2.16599,1.29899,0.335197
"ch2/bcd/SPITZER_I2_46469888_0000_0000_1_bcd.fits",6,15.1515,15.1198,0.0476957,0.000217477,0.0493100,0.000228652,0.0505588,0.000240057,0.0512152,0.000251454,0.0514956,0.000263259,56430.04770497535,0.00192291,0.00138671,4.31461,2.01862,1.98259,8565.56,-0.200174,0.993798,1.56323,2.60915,1.14899,3.13520,1.86384,1.85662,0.509576,0.630264,2.13963,2.39075,1.23614,2.52180,1.69451,1.29859,3.76170,1.31881,1.14955,1.80965,1.53131,1.48684,10.6911,8.80180,3.17895,2.25034,1.69740,3.85147,2.17670,5.18724,26.8998,62.6889,63.1446,10.3674,2.14198,3.42048,2.85616,3.38308,20.8961,86.4350,704.470,122.330,17.3394,1.71057,1.47996,3.14113,2.52522,7.86317,48.5229,109.067,97.8874,13.6557,1.88478,2.16110,1.66092,1.40390,1.14952,7.83226,36.4540,30.0188,6.76801,1.40855,1.52735,1.97485,2.52713,1.69517,1.13579,3.43624,5.66316,2.65810,2.87722,0.943685,0.747386,1.41284,1.33950,2.18669,1.50394,2.59595,2.27121,1.32155,0.995315
"ch2/bcd/SPITZER_I2_46469888_0000_0000_1_bcd.fits",7,15.1476,15.1210,0.0479917,0.000218652,0.0496612,0.000230048,0.0509677,0.000241689,0.0516552,0.000253294,0.0519216,0.000265260,56430.04772775457,0.00189794,0.00140497,4.36658,2.02784,1.95558,8548.56,0.380158,0.142244,1.34753,2.63374,1.96734,2.84208,1.88809,0.774201,0.534017,1.19339,2.14096,2.39278,1.70527,2.76074,0.687974,1.53106,3.36993,1.08549,2.19452,1.84027,1.32970,1.44044,13.0526,9.39629,3.52254,2.20366,1.72886,4.10410,0.169325,4.89329,28.6052,66.4980,62.7672,10.1494,2.40185,3.36256,2.95883,2.21322,22.7404,88.6542,702.956,123.823,17.0344,2.21340,2.30616,2.66976,2.44668,7.47054,47.7169,106.800,100.307,12.7827,1.33157,2.23984,0.888384,1.51557,1.26314,8.97501,37.0408,30.9970,7.11549,1.52014,1.17067,2.22392,2.47088,1.87153,1.70141,3.29712,5.28632,2.12805,2.74216,0.487920,0.771777,1.43774,2.29609,1.82178,1.68817,2.14375,3.04765,1.26573,0.180843
"ch2/bcd/SPITZER_I2_46469888_0000_0000_1_bcd.fits",8,15.1443,15.1220,0.0479463,0.000219973,0.0496541,0.000231755,0.0509851,0.000243786,0.0516615,0.000255761,0.0519272,0.000268144,56430.04775053379,0.00180663,0.00144153,4.37036,2.01732,1.99161,8550.56,0.493268,-0.222284,1.14033,2.98856,1.44542,4.14655,1.76268,0.886730,0.567023,0.765458,2.65223,1.94991,1.21066,2.81263,0.506218,1.50455,4.52241,0.980289,1.43499,2.49677,2.12503,0.826354,12.9191,7.89221,3.62076,2.61531,1.98322,3.30628,2.63937,3.68689,29.2202,64.1341,62.8197,11.8798,2.13663,3.17611,2.05212,2.32628,21.6655,85.5988,703.161,122.881,18.5604,1.68930,1.61865,3.43057,2.65701,8.78292,48.8194,108.798,98.9882,14.7431,1.54056,1.82562,0.832264,1.13616,1.35546,8.43992,36.6649,32.7544,6.58364,1.06050,1.26691,2.27549,2.44518,1.30379,1.28448,2.57264,5.57852,1.47064,2.32633,1.57461,0.568811,0.933637,1.55117,1.47125,1.56296,3.12779,2.24747,1.29985,0.813860
"ch2/bcd/SPITZER_I2_46469888_0000_0000_1_bcd.fits",9,15.1431,15.1189,0.0477183,0.000216074,0.0493656,0.000226962,0.0506684,0.000238076,0.0513465,0.000249091,0.0516050,0.000260419,56430.04777331302,0.00190185,0.00134787,4.36000,2.01115,1.96779,8504.56,0.346124,0.744989,1.23235,3.48255,2.01187,2.64898,2.32962,0.977023,0.263937,1.09400,2.27612,2.37212,1.29631,2.82046,1.05658,1.12692,3.74358,1.06624,1.77136,1.88598,1.60742,1.72289,11.5440,9.12078,2.86576,2.01386,1.14938,4.42091,1.58186,4.58706,26.6085,66.6660,64.1328,11.5951,2.01247,3.60981,2.68987,2.01924,21.2033,89.5939,699.307,123.461,16.4181,2.17853,1.15011,2.65067,1.87145,8.47547,49.3121,106.297,96.1739,13.3195,1.94602,2.22114,1.73951,1.24353,1.61869,8.62374,36.0559,31.4377,7.16205,1.56641,1.60331,1.85003,3.17024,0.949095,1.24372,2.68215,5.13399,1.66320,2.20494,0.893583,0.817279,0.868144,1.95190,2.79230,1.89492,2.18892,1.42811,1.87295,1.14561
"ch2/bcd/SPITZER_I2_46469888_0000_0000_1_bcd.fits",10,15.1296,15.1244,0.0478672,0.000213613,0.0495576,0.000223915,0.0509181,0.000234394,0.0516247,0.000244652,0.0518903,0.000255119,56430.04779609224,0.00191220,0.00127278,4.40906,2.03902,1.98085,8508.56,0.382791,0.0649144,0.868245,2.15503,1.41448,4.19438,1.89079,1.01381,0.536264,0.881594,2.68743,2.65002,1.16867,2.84877,1.31688,1.84789,4.00794,0.859496,2.12070,1.20893,2.26444,1.60259,13.9894,9.56083,3.76108,2.67810,1.73331,3.62537,1.24610,3.93377,28.4288,70.4308,64.5885,11.8106,2.14718,3.34641,2.49173,2.69356,22.6634,86.3822,699.607,121.709,17.5335,2.29516,1.50766,3.46658,2.13759,9.21262,47.6458,104.223,101.445,13.5864,1.26033,2.40364,1.53621,1.12421,1.18408,7.86856,36.0156,31.3169,7.04115,1.12336,1.02011,2.13326,3.22374,1.46895,1.06201,2.96625,4.79048,1.48115,2.64879,1.18792,1.24927,1.20972,1.83094,1.82641,1.69417,2.62371,1.88283,1.26795,0.703145
"ch2/bcd/SPITZER_I2_46469888_0000_0000_1_bcd.fits",11,15.1444,15.1169,0.0476119,0.000212600,0.0492384,0.000222686,0.0505186,0.000232920,0.0511922,0.000242996,0.0514692,0.000253335,56430.04781887147,0.00181094,0.00125560,4.35596,2.02377,1.97260,8504.56,0.0613147,0.778360,1.26573,3.99793,1.09310,3.71434,2.12470,1.16829,0.532558,0.555460,2.68195,2.14777,1.78662,2.05161,2.08688,1.14918,3.68780,1.32357,1.58875,1.38005,1.73331,0.979510,11.5928,9.25221,3.38261,2.69030,1.97912,4.00861,0.697700,5.11136,27.7440,64.8667,61.3103,11.0091,2.14462,3.26444,2.95736,2.29191,22.7383,87.1091,699.260,120.899,16.6187,2.13215,2.30534,3.61867,2.68788,8.18294,51.0292,106.239,100.069,12.5476,0.938708,2.24315,1.22766,1.85005,1.82415,7.40426,36.3436,29.7492,6.18519,1.61484,1.57366,1.67185,1.37804,1.23245,1.37280,2.81346,6.30539,1.87302,2.64648,1.26468,0.374858,1.28319,1.20421,1.51319,2.00717,3.01603,1.62985,1.82634,1.33709
"ch2/bcd/SPITZER_I2_46469888_0000_0000_1_bcd.fits",12,15.1526,15.1143,0.0479936,0.000207503,0.0496675,0.000216254,0.0509718,0.000224964,0.0516607,0.000233336,0.0519190,0.000241757,56430.04784165069,0.00178249,0.00107978,4.30122,1.99599,1.95021,8593.56,0.578324,0.181394,1.46732,2.43246,0.895751,3.59595,2.64192,0.971977,0.337108,1.02231,2.59167,1.71806,1.22694,1.79992,0.677458,1.13539,3.75221,1.15308,1.32955,1.75332,1.39994,1.51076,11.6472,8.90662,2.73500,1.96146,1.40992,3.62012,0.851115,4.71498,29.7073,65.9921,63.8634,11.1663,2.06247,3.10184,2.44962,1.77485,22.8581,86.4167,706.857,117.777,16.2464,1.77492,1.94586,3.60465,1.95914,8.56275,48.5936,108.733,100.377,12.9310,1.71740,1.91908,1.20541,1.42810,1.87967,9.04691,37.1159,29.6472,8.05559,1.43342,1.55241,1.82222,2.75768,1.54057,1.44526,2.57571,5.34363,1.71286,2.33180,1.65962,0.336493,0.633274,1.63353,1.70801,1.64441,2.50601,1.50605,1.94799,0.739830
"ch2/bcd/SPITZER_I2_46469888_0000_0000_1_bcd.fits",13,15.1612,15.1181,0.0476569,0.000215784,0.0493671,0.000226732,0.0506915,0.000237830,0.0513938,0.000248826,0.0516659,0.000260111,56430.04786442991,0.00186913,0.00134274,4.32611,2.01027,1.96974,8548.56,0.0431835,0.283044,1.56924,3.41785,1.94846,3.29953,1.86918,0.992977,0.436686,0.480816,2.07333,2.56788,1.01294,2.21600,0.697253,1.46323,3.92952,0.781856,1.90040,1.53946,1.88906,1.61543,11.5157,7.96868,3.30526,2.92530,1.74684,3.86468,0.864537,5.35876,26.1115,59.0801,63.1583,12.6971,1.75758,2.79657,2.62697,3.07033,22.4843,86.1982,702.938,117.877,16.6001,2.35353,1.08541,3.46716,2.29791,9.05565,49.5024,112.558,98.9446,13.1891,1.10305,1.86119,1.46916,1.29514,1.66898,8.99290,37.8522,32.5930,6.89604,1.21607,1.41938,1.60567,2.23303,1.31999,1.22815,3.14115,5.67659,2.03912,2.26717,1.11678,0.278543,1.26524,1.57674,2.42469,1.90699,1.97331,2.36126,1.08606,0.761987
"ch2/bcd/SPITZER_I2_46469888_0000_0000_1_bcd.fits",14,15.1501,15.1150,0.0478721,0.000212884,0.0495810,0.000223045,0.0509235,0.000233310,0.0516393,0.000243378,0.0519270,0.000253656,56430.04788720914,0.00185283,0.00125114,4.38229,2.03674,1.98616,8548.56,0.625281,1.18440,1.43404,2.72057,1.02187,3.88050,2.37051,0.938564,0.147197,1.02973,2.36874,2.55476,1.54653,2.12433,1.07291,1.14290,4.31028,1.23896,1.35320,1.77746,1.73357,1.13859,12.2920,9.57394,3.46083,2.06346,1.51108,3.92999,0.696689,5.42459,28.1845,63.9797,63.7059,12.2053,2.46128,2.22678,2.80862,2.53811,23.5378,89.3922,703.042,116.035,17.7032,2.77720,1.91245,2.98191,1.96800,8.25524,50.4581,110.521,97.5606,13.4152,1.64487,2.00444,1.30976,1.13543,1.27606,7.80124,38.0883,30.4618,7.21110,1.21906,1.42033,2.20514,2.83597,2.47267,1.60427,3.04638,5.82327,2.42127,2.25489,1.74151,0.303352,0.907043,1.91183,2.05910,1.21950,2.71268,1.13647,1.59291,0.786592
"ch2/bcd/SPITZER_I2_46469888_0000_0000_1_bcd.fits",15,15.1516,15.1190,0.0478757,0.000214489,0.0495444,0.000224965,0.0508343,0.000235569,0.0515017,0.000246032,0.0517598,0.000256779,56430.04790998837,0.00192930,0.00129675,4.35491,2.02745,1.96423,8553.56,0.407355,0.0901889,1.13396,3.22343,1.35978,3.34573,2.31191,1.19674,0.560788,1.58346,2.66862,1.88449,1.38278,2.43350,1.45268,1.82874,3.59497,1.38790,1.62407,1.65654,0.995211,1.57394,12.8728,7.12529,3.65398,2.17956,1.15853,3.64922,0.256192,5.13849,28.5340,65.4578,61.8956,11.1164,2.64945,2.81353,2.28082,2.39989,22.2920,88.8450,703.571,117.353,16.2339,2.24034,2.41310,3.21086,2.43585,8.24799,49.4014,108.491,100.782,13.8047,1.08389,1.22046,1.18654,1.41087,1.31689,7.75984,38.8402,30.9719,7.01166,1.49592,1.22504,2.00391,1.94339,1.56943,1.24189,2.60559,5.93404,2.29329,2.51697,0.974306,0.878528,1.38692,1.15486,1.69345,2.03148,1.86187,2.32644,2.65753,0.407643
"ch2/bcd/SPITZER_I2_46469888_0000_0000_1_bcd.fits",16,15.1472,15.1121,0.0477023,0.000219545,0.0493432,0.000231237,0.0506342,0.000243224,0.0513160,0.000255223,0.0515921,0.000267633,56430.04793276759,0.00202964,0.00144074,4.32820,2.03489,1.97592,8577.56,0.185971,0.743969,1.07066,2.83878,1.69355,3.75965,2.48738,1.13403,0.813189,1.32589,2.19036,1.86630,0.975793,3.12861,1.66821,1.58062,3.34182,1.37049,1.58260,2.00993,1.10758,1.84677,11.7422,9.00596,4.00113,2.44902,2.05154,3.61519,1.31446,5.33978,27.9370,67.4383,62.9795,10.3628,2.53503,3.01704,2.68915,2.81464,23.1790,86.3423,705.488,116.723,15.9198,2.17767,2.75077,3.66605,2.26013,8.70298,49.9481,105.802,99.1494,12.3574,1.30400,1.74663,1.14219,1.36525,0.880036,7.87463,37.6872,30.3758,7.36309,1.37208,1.56808,1.66504,3.13678,1.92324,1.52025,3.11490,5.57920,2.18083,2.95043,0.939193,0.973884,1.24940,1.79329,2.25335,1.88770,2.59103,1.59459,1.87212,0.743167
"ch2/bcd/SPITZER_I2_46469888_0000_0000_1_bcd.fits",17,15.1438,15.1092,0.0479097,0.000218705,0.0495805,0.000230154,0.0509121,0.000241886,0.0516058,0.000253556,0.0518812,0.000265594,56430.04795554681,0.00192699,0.00140995,4.37364,2.02482,1.97499,8557.56,0.713644,0.556790,1.76490,2.32837,2.06231,3.33484,2.30114,1.10663,0.785592,1.52052,2.07047,2.81334,1.55539,2.64810,1.08175,1.46000,3.14012,1.09166,1.87242,1.82978,1.70711,1.58791,12.7317,8.82335,3.20073,1.33227,1.87466,4.47845,3.35565,5.82693,26.5890,67.4530,64.4334,11.0958,2.39004,3.66974,2.03520,2.38891,21.9650,85.5812,703.824,119.452,16.8022,1.67181,2.96280,4.25282,1.97700,9.28870,51.1940,107.696,100.233,13.1063,1.49737,1.70274,1.44251,1.10754,1.56290,8.64714,36.0010,31.5386,6.63176,1.27401,1.70334,2.05969,2.53649,1.23838,0.911612,2.66130,6.22917,2.03721,2.10714,1.50965,0.551285,1.06989,1.68936,2.38176,1.70344,3.35166,2.23088,1.44292,1.03451
"ch2/bcd/SPITZER_I2_46469888_0000_0000_1_bcd.fits",18,15.1533,15.1149,0.0475108,0.000208061,0.0491315,0.000217096,0.0503958,0.000226154,0.0510680,0.000234952,0.0513367,0.000243881,56430.04797832604,0.00168339,0.00112437,4.28836,2.01079,1.96697,8537.56,0.721435,0.484999,1.21147,3.22016,0.800651,4.45421,1.99158,1.19319,0.321665,0.860081,2.35970,1.71666,1.22560,2.43193,0.986245,1.67337,4.06535,0.682300,1.62826,1.81951,1.30946,1.33873,11.0129,8.81290,2.87797,2.49715,1.31883,4.03570,1.81660,5.13862,25.4873,61.8330,64.4538,9.99887,2.01303,3.61080,1.88666,2.31665,23.0012,86.7268,702.116,114.350,15.4851,2.23720,2.33000,2.57861,2.35491,8.64074,48.9963,111.644,99.4885,11.1804,1.39824,1.76262,0.949837,1.17674,0.690969,8.31969,36.4659,30.4234,7.17452,1.65807,1.53863,2.15717,2.01897,1.49198,1.08921,2.68758,5.61250,1.90154,2.98504,0.973809,0.559227,0.617725,1.77351,2.15598,1.47525,2.49435,1.82422,1.69117,0.764299
"ch2/bcd/SPITZER_I2_46469888_0000_0000_1_bcd.fits",19,15.1650,15.1130,0.0478154,0.000216586,0.0494920,0.000227594,0.0507756,0.000238760,0.0514608,0.000249877,0.0517413,0.000261335,56430.04800110526,0.00199316,0.00135741,4.33294,2.04699,1.97875,8599.56,0.0854537,0.165261,0.407140,3.29942,1.59296,4.13493,2.94238,1.50833,0.713435,0.636847,2.45280,2.23128,1.63183,2.44859,0.771025,2.15187,3.53164,1.16823,1.96429,1.84425,1.64370,1.04638,12.2020,8.75797,2.66816,1.97272,1.81223,3.14760,1.54303,5.41395,27.8517,59.9414,62.6555,10.3577,2.37066,2.61432,1.96307,2.15607,22.0504,86.3206,707.514,117.103,16.3949,2.07645,2.08873,2.98970,2.68928,8.49928,49.3362,111.662,100.553,13.0253,1.25686,1.85637,0.812319,1.59872,2.12430,8.89945,37.9189,31.8694,7.04046,1.60476,1.32894,1.96660,2.51773,1.37494,1.67183,3.89712,6.29203,2.41230,3.02374,1.25264,0.0831886,1.68939,1.69576,1.76961,1.54815,2.01538,2.15480,1.20827,0.722686
"ch2/bcd/SPITZER_I2_46469888_0000_0000_1_bcd.fits",20,15.1544,15.1103,0.0477187,0.000221971,0.0494033,0.000234280,0.0507108,0.000246888,0.0513848,0.000259528,0.0516535,0.000272631,56430.04802388449,0.00211555,0.00150197,4.43760,2.05211,1.99208,8480.56,0.551479,0.472993,1.35896,3.04681,1.42378,3.80638,1.97916,1.10193,0.152427,1.14332,1.86255,3.33500,1.34465,2.47366,1.87999,1.94514,3.71371,1.19298,1.70807,2.21885,1.07878,1.50003,12.3357,8.73518,3.34799,2.57646,2.02310,3.85037,2.09748,4.47755,26.8986,64.9440,64.5819,10.8454,2.37931,3.33972,3.12691,2.62295,22.9101,87.6086,696.978,116.122,16.3007,2.46366,1.99743,3.72364,3.34883,9.31198,49.9261,114.763,98.2401,13.8460,1.51935,1.95849,1.27311,1.41562,1.24317,8.32211,39.0839,31.7679,6.46663,1.58020,1.46173,1.97372,2.44930,2.00561,1.68111,3.97875,5.18230,2.02672,2.25247,1.65842,0.624766,1.29524,2.38517,2.45308,1.70569,2.87601,1.47652,1.67853,0.631924
"ch2/bcd/SPITZER_I2_46469888_0000_0000_1_bcd.fits",21,15.1535,15.1240,0.0479256,0.000215135,0.0496136,0.000225775,0.0509140,0.000236543,0.0515833,0.000247176,0.0518372,0.000258100,56430.04804666371,0.00189299,0.00131201,4.37547,2.02469,1.95662,8524.56,-0.0716231,0.485506,1.05088,3.13987,1.75385,3.18387,2.70587,0.877369,0.636504,0.624462,2.36453,2.79935,1.93220,2.51611,1.14619,1.37006,3.91314,1.07845,2.04381,1.60739,0.947570,0.968744,11.6598,8.91986,3.45000,2.52224,1.50021,3.85019,1.08342,4.71352,27.7804,65.2666,62.5829,10.2866,2.53826,2.94084,2.43454,2.39706,21.5775,86.3209,701.001,118.650,17.5564,1.99921,2.33056,3.76607,1.80416,8.33011,51.0189,113.348,99.2506,15.3196,1.72038,1.84549,1.77887,1.36568,0.797804,9.53600,36.1769,32.2657,6.56852,1.28546,1.10016,1.89689,1.75791,1.77193,1.44566,2.96426,5.58279,2.34189,2.09608,1.26077,0.875453,1.00111,1.46404,1.69325,2.11031,2.88620,1.65517,1.53145,1.20290
"ch2/bcd/SPITZER_I2_46469888_0000_0000_1_bcd.fits",22,15.1504,15.1265,0.0481366,0.000211836,0.0498430,0.000221621,0.0511702,0.000231458,0.0518710,0.000241062,0.0521433,0.000250841,56430.04806944294,0.00189173,0.00120679,4.35573,2.03115,1.96853,8608.56,-0.00874410,0.389804,1.35607,2.72290,0.864739,3.16785,2.37232,0.861572,0.699251,0.658165,1.93654,2.33666,1.57512,2.62854,1.72216,1.94174,3.47442,1.03361,1.79563,2.06969,1.47596,1.50949,12.0340,8.50387,3.20185,2.74332,1.56446,4.23345,0.768938,5.18316,28.3398,65.4249,63.1417,12.1203,1.81920,3.81583,2.18382,2.46024,22.1153,88.0926,708.114,117.821,16.7111,2.77886,1.91398,3.87786,1.67978,8.91458,48.4706,110.875,100.817,13.8421,1.67556,2.73090,1.20267,1.10868,1.01456,8.33117,37.1129,32.9621,7.18553,2.14623,1.16243,1.66485,2.13924,1.69161,1.67666,2.10426,6.21727,1.70778,3.02962,1.33666,0.464105,1.06218,2.30501,2.44857,1.84941,2.87088,2.38986,1.75507,1.34697
"ch2/bcd/SPITZER_I2_46469888_0000_0000_1_bcd.fits",23,15.1536,15.1098,0.0479516,0.000209880,0.0496816,0.000219320,0.0510411,0.000228775,0.0517620,0.000237925,0.0520483,0.000247189,56430.04809222216,0.00183262,0.00115748,4.34935,2.03447,1.98525,8610.56,0.100658,0.180250,1.46555,2.43086,1.21136,3.67387,1.68752,1.20721,0.335364,0.372863,2.35401,2.45663,1.14194,2.10947,1.36824,1.43660,3.98104,1.22426,1.80075,1.75521,1.40183,1.19539,12.1149,9.63185,3.43906,2.27646,1.95752,3.54969,0.779778,5.50981,27.3884,64.8723,64.0320,10.1351,2.70619,2.86988,2.52608,2.48979,24.4394,88.6923,708.315,112.008,16.2451,2.01196,2.18389,3.20363,1.71452,8.71329,50.1205,109.936,98.6758,14.4339,2.18586,1.83435,1.20527,1.19364,2.35042,9.12831,39.0973,31.3856,7.18979,1.43359,1.70784,2.28752,3.22530,1.23605,0.908376,2.73964,5.82890,1.87818,2.10431,1.66689,0.888721,1.09067,1.78589,2.09032,2.11601,2.82736,1.83752,1.54491,1.05722
