bcdname,framenum,xcen,ycen,flux_2,fluxerr_2,flux_2p25,fluxerr_2p25,flux_2p5,fluxerr_2p5,flux_2p75,fluxerr_2p75,flux_3,fluxerr_3,BMJD,bkgd,bkgderr,np,xfwhm,yfwhm,peakpixDN
"ch2/bcd/SPITZER_I2_46468608_0000_0000_1_bcd.fits",0,15.1177,15.1009,0.0476488,0.000222087,0.0492379,0.000234308,0.0505648,0.000247014,0.0512492,0.000259740,0.0514950,0.000272890,56430.06658820000,0.00178459,0.00150771,4.30208,2.02499,1.98809,8612.56
"ch2/bcd/SPITZER_I2_46468608_0000_0000_1_bcd.fits",1,15.1310,15.0997,0.0482265,0.000221571,0.0498615,0.000233482,0.0511974,0.000245791,0.0518769,0.000258071,0.0521206,0.000270750,56430.06661097923,0.00197086,0.00147101,4.22746,1.99763,1.96515,8770.56
"ch2/bcd/SPITZER_I2_46468608_0000_0000_1_bcd.fits",2,15.1355,15.1042,0.0479136,0.000216922,0.0495956,0.000227971,0.0509693,0.000239309,0.0517016,0.000250530,0.0520066,0.000262059,56430.06663375846,0.00193178,0.00136212,4.28824,2.03993,1.99450,8697.56
"ch2/bcd/SPITZER_I2_46468608_0000_0000_1_bcd.fits",3,15.1273,15.0933,0.0478910,0.000213836,0.0495248,0.000224094,0.0508588,0.000234591,0.0515219,0.000244852,0.0517543,0.000255349,56430.06665653767,0.00194700,0.00127756,4.17774,1.99614,1.93168,8741.56
"ch2/bcd/SPITZER_I2_46468608_0000_0000_1_bcd.fits",4,15.1346,15.1075,0.0480854,0.000219624,0.0497518,0.000231198,0.0511101,0.000243115,0.0518272,0.000254980,0.0521055,0.000267197,56430.06667931690,0.00194799,0.00142652,4.26412,2.03166,1.96822,8723.56
"ch2/bcd/SPITZER_I2_46468608_0000_0000_1_bcd.fits",5,15.1424,15.0909,0.0478428,0.000214595,0.0495289,0.000225148,0.0508920,0.000235922,0.0516069,0.000246518,0.0519023,0.000257387,56430.06670209613,0.00190248,0.00130030,4.31716,2.05145,1.97475,8644.56
"ch2/bcd/SPITZER_I2_46468608_0000_0000_1_bcd.fits",6,15.1393,15.0965,0.0477839,0.000212362,0.0494587,0.000222392,0.0508104,0.000232589,0.0515038,0.000242533,0.0517667,0.000252678,56430.06672487535,0.00188088,0.00123986,4.28740,2.02065,1.97319,8632.56
"ch2/bcd/SPITZER_I2_46468608_0000_0000_1_bcd.fits",7,15.1493,15.0993,0.0479782,0.000218516,0.0496837,0.000229943,0.0510264,0.000241606,0.0517343,0.000253205,0.0520258,0.000265165,56430.06674765457,0.00197930,0.00140195,4.29010,2.04172,1.98396,8704.56
"ch2/bcd/SPITZER_I2_46468608_0000_0000_1_bcd.fits",8,15.1560,15.0893,0.0480991,0.000217360,0.0497985,0.000228458,0.0511314,0.000239761,0.0518183,0.000250955,0.0520859,0.000262481,56430.06677043380,0.00191646,0.00136519,4.29172,2.03227,1.96768,8688.56
"ch2/bcd/SPITZER_I2_46468608_0000_0000_1_bcd.fits",9,15.1553,15.0953,0.0478298,0.000216803,0.0495201,0.000227883,0.0508367,0.000239153,0.0515070,0.000250311,0.0517599,0.000261802,56430.06679321302,0.00186391,0.00136215,4.26584,2.01964,1.95294,8643.56
