bcdname,framenum,xcen,ycen,flux_2,fluxerr_2,flux_2p25,fluxerr_2p25,flux_2p5,fluxerr_2p5,flux_2p75,fluxerr_2p75,flux_3,fluxerr_3,BMJD,bkgd,bkgderr,np,xfwhm,yfwhm,peakpixDN
"ch2/bcd/SPITZER_I2_46471424_0000_0000_1_bcd.fits",0,15.1252,15.1225,0.0476646,0.000219462,0.0492451,0.000231053,0.0505290,0.000243024,0.0512100,0.000255011,0.0514715,0.000267387,56241.75464620000,0.00181237,0.00144073,4.34164,2.01147,1.97210,8546.56
"ch2/bcd/SPITZER_I2_46471424_0000_0000_1_bcd.fits",1,15.1377,15.1087,0.0480184,0.000217685,0.0496965,0.000228858,0.0510555,0.000240317,0.0517723,0.000251676,0.0520431,0.000263334,56241.75466897923,0.00187355,0.00137804,4.35940,2.01876,1.97006,8586.56
"ch2/bcd/SPITZER_I2_46471424_0000_0000_1_bcd.fits",2,15.1234,15.1216,0.0479922,0.000219896,0.0496492,0.000231556,0.0509984,0.000243566,0.0517114,0.000255539,0.0519785,0.000267859,56241.75469175846,0.00201289,0.00143812,4.31606,2.02992,1.97088,8649.56
"ch2/bcd/SPITZER_I2_46471424_0000_0000_1_bcd.fits",3,15.1300,15.1108,0.0481257,0.000215747,0.0497844,0.000226385,0.0511419,0.000237292,0.0518703,0.000248064,0.0521555,0.000259087,56241.75471453767,0.00192736,0.00132026,4.27017,2.01498,1.97480,8719.56
"ch2/bcd/SPITZER_I2_46471424_0000_0000_1_bcd.fits",4,15.1271,15.1023,0.0475761,0.00126853,0.0490475,0.00144115,0.0501951,0.00161967,0.0506738,0.00180448,0.0507165,0.00199610,56241.75473731690,0.00451084,0.0163549,4.30081,2.02731,1.97915,8699.56
"ch2/bcd/SPITZER_I2_46471424_0000_0000_1_bcd.fits",5,15.1338,15.1053,0.0483142,0.000210497,0.0499821,0.000219808,0.0513400,0.000229240,0.0520663,0.000238380,0.0523543,0.000247628,56241.75476009613,0.00184938,0.00115742,4.33280,2.02582,1.95918,8664.56
"ch2/bcd/SPITZER_I2_46471424_0000_0000_1_bcd.fits",6,15.1285,15.1019,0.0479074,0.000214333,0.0495158,0.000224660,0.0508193,0.000235232,0.0514874,0.000245638,0.0517407,0.000256313,56241.75478287535,0.00198946,0.00129084,4.26443,2.01697,1.96822,8674.56
"ch2/bcd/SPITZER_I2_46471424_0000_0000_1_bcd.fits",7,15.1291,15.0949,0.0478774,0.000218657,0.0495065,0.000230044,0.0508458,0.000241794,0.0515392,0.000253469,0.0518027,0.000265496,56241.75480565457,0.00195639,0.00141005,4.26361,2.02045,1.97210,8675.56
"ch2/bcd/SPITZER_I2_46471424_0000_0000_1_bcd.fits",8,15.1442,15.0983,0.0477725,0.000214352,0.0494778,0.000224902,0.0508544,0.000235652,0.0515840,0.000246215,0.0518812,0.000257022,56241.75482843380,0.00193636,0.00129775,4.31795,2.04869,1.99288,8640.56
"ch2/bcd/SPITZER_I2_46471424_0000_0000_1_bcd.fits",9,15.1483,15.1011,0.0483510,0.000214100,0.0500445,0.000224298,0.0513923,0.000234646,0.0521020,0.000244795,0.0523725,0.000255152,56241.75485121302,0.00181290,0.00126304,4.26069,2.02081,1.97442,8753.56
