bcdname,framenum,xcen,ycen,flux_2,fluxerr_2,flux_2p25,fluxerr_2p25,flux_2p5,fluxerr_2p5,flux_2p75,fluxerr_2p75,flux_3,fluxerr_3,BMJD,bkgd,bkgderr,np,xfwhm,yfwhm,peakpixDN,pixval0-0,pixval0-1,pixval0-2,pixval0-3,pixval0-4,pixval0-5,pixval0-6,pixval0-7,pixval0-8,pixval1-0,pixval1-1,pixval1-2,pixval1-3,pixval1-4,pixval1-5,pixval1-6,pixval1-7,pixval1-8,pixval2-0,pixval2-1,pixval2-2,pixval2-3,pixval2-4,pixval2-5,pixval2-6,pixval2-7,pixval2-8,pixval3-0,pixval3-1,pixval3-2,pixval3-3,pixval3-4,pixval3-5,pixval3-6,pixval3-7,pixval3-8,pixval4-0,pixval4-1,pixval4-2,pixval4-3,pixval4-4,pixval4-5,pixval4-6,pixval4-7,pixval4-8,pixval5-0,pixval5-1,pixval5-2,pixval5-3,pixval5-4,pixval5-5,pixval5-6,pixval5-7,pixval5-8,pixval6-0,pixval6-1,pixval6-2,pixval6-3,pixval6-4,pixval6-5,pixval6-6,pixval6-7,pixval6-8,pixval7-0,pixval7-1,pixval7-2,pixval7-3,pixval7-4,pixval7-5,pixval7-6,pixval7-7,pixval7-8,pixval8-0,pixval8-1,pixval8-2,pixval8-3,pixval8-4,pixval8-5,pixval8-6,pixval8-7,pixval8-8
"ch2/bcd/SPITZER_I2_46467328_0000_0000_1_bcd.fits",10,15.1930,15.1022,0.0478249,0.000211685,0.0495808,0.000221660,0.0508365,0.000231496,0.0514869,0.000241148,0.0517479,0.000251041,56433.23860839225,0.00186940,0.00121842,4.31346,2.01900,1.95423,8570.56,0.478213,0.957651,1.04514,3.21480,1.66831,3.49597,1.82725,0.951125,0.237931,0.620445,2.20729,1.63507,1.92828,2.59131,0.443732,1.52028,3.98780,1.07452,1.72296,1.91603,1.79126,0.801555,10.7965,6.34356,2.50464,2.74797,1.49223,4.40902,1.25802,4.57478,24.1911,53.7702,64.6012,8.86815,2.00002,3.75704,2.19421,2.55034,24.3410,88.5127,704.942,104.530,16.0593,2.70993,2.00482,2.81610,1.95949,9.74408,52.5486,124.524,98.1180,13.2082,1.47853,2.38420,1.28779,1.19376,1.72664,9.76614,44.4160,33.9156,6.63843,1.43519,1.63256,2.44888,1.77670,1.48041,1.39004,2.76119,6.39660,2.04728,2.42668,0.642783,0.949371,1.07225,1.61143,1.99447,1.70481,2.89555,2.31832,1.44471,0.878582
"ch2/bcd/SPITZER_I2_46467328_0000_0000_1_bcd.fits",11,15.1920,15.0947,0.0477477,0.000221176,0.0494671,0.000233343,0.0507178,0.000245653,0.0513694,0.000258031,0.0516467,0.000270900,56433.23863117147,0.00211204,0.00148069,4.36570,2.04145,1.99640,8561.56,0.412566,0.970690,2.02125,2.90667,1.60206,3.50912,2.07869,0.647840,0.329501,0.784435,1.90219,2.55006,1.38542,2.51463,1.14542,1.52275,3.59721,0.998779,1.97047,2.17051,1.18440,1.21087,10.3439,7.16004,3.06474,3.15282,1.97280,4.22613,2.16553,3.99474,24.6428,54.4653,62.1741,8.12020,2.76741,3.48846,2.28569,3.04136,24.9083,90.3935,704.103,107.384,16.2386,3.12103,2.49851,3.68568,2.51739,10.6924,51.1791,124.606,98.2830,11.9784,1.32304,2.30952,1.94340,1.28540,1.58469,10.1758,41.0166,35.0346,6.41498,1.84609,1.72268,2.11562,2.74608,1.91788,1.98492,3.66687,6.44952,2.09768,1.85146,1.56751,0.724837,1.92710,2.01328,2.00538,1.56050,2.43045,2.08150,1.77866,0.412070
"ch2/bcd/SPITZER_I2_46467328_0000_0000_1_bcd.fits",12,15.1931,15.0982,0.0475586,0.000213068,0.0493064,0.000223484,0.0505739,0.000233840,0.0512266,0.000244043,0.0514908,0.000254536,56433.23865395069,0.00196606,0.00127156,4.32596,2.01474,1.95748,8510.56,0.797917,0.561811,1.44864,2.81572,1.27391,3.41856,2.22628,1.34853,0.475945,0.866299,2.05835,2.38621,1.38755,2.91305,1.30238,1.29410,3.83558,0.610115,1.33560,1.52072,1.17311,1.75471,10.7209,6.74705,3.13083,2.43690,1.41513,3.31922,2.02850,4.48728,23.5403,52.4730,62.0348,9.73723,2.22993,3.11041,2.35307,2.63249,24.7387,87.4575,699.639,106.479,15.3992,2.23419,1.28598,3.53072,2.83695,9.74934,51.9081,127.610,98.3661,13.0941,1.32547,2.23420,1.53152,1.19872,1.49812,10.1657,42.9895,33.9180,6.56146,1.52030,1.55726,1.83025,2.99571,1.00574,0.835752,2.98709,5.99144,2.11559,1.94967,1.27001,1.10956,1.30416,1.76907,2.22971,1.47504,2.34180,2.07106,2.08968,1.20085
"ch2/bcd/SPITZER_I2_46467328_0000_0000_1_bcd.fits",13,15.1842,15.0985,0.0477968,0.000215449,0.0495305,0.000226295,0.0508181,0.000237187,0.0514967,0.000247990,0.0517832,0.000259128,56433.23867672992,0.00205263,0.00132665,4.31418,2.04576,1.97325,8618.56,0.418494,0.499502,1.62664,2.91330,1.92643,3.99229,1.84714,1.28682,0.650419,0.665433,2.40347,2.26107,1.58188,2.47708,1.34056,1.33210,4.03161,1.19636,1.73786,2.56719,2.34875,1.52944,10.6561,7.00093,3.53386,2.91951,1.19390,3.32852,1.57002,4.73241,24.5917,55.7023,61.7248,9.82652,1.84114,3.27923,3.54461,2.72935,24.2022,87.2291,709.081,106.414,17.0739,2.64990,1.70397,3.09645,1.76525,10.5763,52.1095,124.082,96.9542,11.4640,1.91855,1.96202,0.580704,0.729563,1.58255,9.54193,41.5727,34.8813,6.49536,1.52932,1.57086,2.29761,2.54437,1.94628,1.62438,3.85101,6.47986,2.28247,2.03716,1.12037,1.20473,1.32097,2.09832,2.24692,0.928442,2.83469,2.25414,0.982875,0.738783
"ch2/bcd/SPITZER_I2_46467328_0000_0000_1_bcd.fits",14,15.1918,15.0912,0.0474915,0.000216785,0.0492745,0.000228164,0.0505583,0.000239542,0.0512015,0.000250832,0.0514506,0.000262502,56433.23869950914,0.00205985,0.00137671,4.35797,2.04703,1.98068,8518.56,0.382303,0.941328,1.67037,2.79662,2.12785,2.76457,2.52530,1.48777,0.693269,1.62584,2.17094,2.83912,1.26816,3.10832,0.950797,1.63815,4.02943,1.27246,1.92979,2.12696,1.06668,1.80380,10.5366,7.11759,2.78963,2.32944,1.15188,3.02140,1.80589,4.89148,25.8769,52.4847,63.8832,8.31107,2.00230,2.80231,2.09958,2.77276,24.6410,86.4625,700.385,104.107,15.7106,1.89689,1.66732,2.85780,2.63609,10.8891,54.3681,124.161,95.5792,12.8927,1.59922,1.80498,1.74090,0.847321,1.62260,10.6898,43.5952,35.7839,6.37406,1.96734,1.29637,2.37568,2.85306,1.24955,1.07828,2.29674,6.16020,2.36455,2.42856,1.52025,0.695662,1.59256,1.59493,2.44452,1.45535,2.87978,2.46736,2.31145,0.783492
"ch2/bcd/SPITZER_I2_46467328_0000_0000_1_bcd.fits",15,15.1884,15.0795,0.0478386,0.000221821,0.0496183,0.000234187,0.0509270,0.000246694,0.0515980,0.000259221,0.0518758,0.000272222,56433.23872228837,0.00204287,0.00149331,4.29813,2.03969,1.99013,8660.56,0.497230,-0.0583854,0.984318,2.83247,1.29106,3.03849,1.37047,1.20716,0.256771,1.09246,2.73564,3.19965,1.13953,2.42362,2.06432,1.51118,3.34955,0.674041,1.73193,1.76628,1.18003,1.36518,10.4948,7.47558,3.21581,1.89592,1.89116,3.38710,1.94180,5.42207,23.8507,53.3494,64.9825,8.21042,2.85668,3.41948,2.36950,3.12782,26.8922,88.6118,712.529,101.634,14.5054,2.33062,3.22506,3.51638,2.50490,12.0202,53.2653,124.354,94.6398,12.9205,2.02554,2.21990,1.29822,2.07619,1.50195,10.2502,44.9781,32.9765,6.41070,1.20877,1.64152,1.59201,2.06508,1.92682,1.45019,3.36652,5.34097,2.10798,2.95391,1.02176,0.888825,1.01357,1.62759,1.93568,1.79493,2.36423,2.33965,1.38408,0.497001
"ch2/bcd/SPITZER_I2_46467328_0000_0000_1_bcd.fits",16,15.1844,15.0849,0.0478108,0.000217837,0.0495408,0.000229229,0.0508093,0.000240698,0.0514564,0.000252124,0.0517356,0.000263979,56433.23874506760,0.00218210,0.00139073,4.30807,2.05461,1.98031,8641.56,0.516659,0.279535,1.48492,2.36958,1.38895,3.45434,2.18290,1.14712,0.511486,0.806455,2.84605,2.57272,1.95352,3.01239,1.71015,1.62187,3.38386,0.708644,1.84102,1.95493,2.29435,1.63259,10.6788,6.78415,2.77711,2.62969,1.37320,3.84630,2.09342,4.15867,25.2101,53.8287,64.9774,8.44616,3.01180,3.41531,2.70139,2.58858,25.6052,90.9060,711.074,100.601,15.3540,2.42924,2.36358,3.07765,2.69855,10.9515,52.8170,122.687,96.9334,11.5247,1.26670,1.71088,1.88842,1.31197,1.52829,9.32816,43.8175,34.4287,6.91361,1.79556,1.36158,2.04618,2.52202,1.69115,0.976585,3.44021,7.01098,2.18246,2.32598,1.49471,1.06592,1.87504,1.41395,1.72028,1.42005,3.09586,2.44204,2.36651,0.677387
"ch2/bcd/SPITZER_I2_46467328_0000_0000_1_bcd.fits",17,15.1806,15.0936,0.0478453,0.000213036,0.0496003,0.000223325,0.0509076,0.000233592,0.0515868,0.000243675,0.0518667,0.000254020,56433.23876784681,0.00185004,0.00125636,4.32673,2.04446,1.97134,8593.56,0.0292543,0.904730,1.39314,2.35840,1.13969,4.55489,2.25090,1.05693,0.0286315,1.55299,3.17663,2.34927,1.97676,1.76967,1.57821,1.56820,4.35116,1.04494,1.03145,1.60829,1.56888,1.92271,10.2628,6.51394,3.13876,2.52312,1.57910,3.55328,1.32928,4.72535,24.5848,55.1312,64.9130,10.2184,2.31165,3.19200,2.69036,2.49754,26.1087,87.6442,706.942,106.825,15.5906,2.17914,2.19183,3.88981,2.48382,10.4238,51.5498,122.791,97.2016,12.0263,1.28935,1.81212,1.37953,1.04698,1.34385,10.4098,43.7499,32.1089,6.17458,1.28691,1.02196,1.90867,2.46052,1.62859,1.38293,3.37654,7.18657,1.72409,1.95194,0.874898,0.896104,1.17485,1.86932,1.71275,1.41302,2.99887,1.92973,1.95398,0.346415
"ch2/bcd/SPITZER_I2_46467328_0000_0000_1_bcd.fits",18,15.1940,15.0970,0.0475790,0.000218764,0.0493622,0.000230553,0.0506521,0.000242391,0.0513188,0.000254208,0.0515761,0.000266419,56433.23879062604,0.00200174,0.00142568,4.33763,2.04643,1.97830,8551.56,0.0688584,0.149758,1.51458,2.32019,1.57743,3.80169,1.89470,0.781483,0.697781,0.861216,2.51438,2.62937,1.07076,2.59134,0.754192,1.28924,4.22373,0.761645,2.10717,1.83099,1.01058,1.35191,11.4898,7.13979,3.20130,2.74247,1.09539,3.57689,1.04142,4.82809,23.6473,53.8685,63.9799,8.80580,2.73377,3.69498,2.33896,3.09665,25.5160,85.6529,703.141,101.926,15.7985,2.21994,2.71303,2.97386,1.95957,10.5323,53.1144,128.173,95.2958,12.6119,1.55790,2.38458,1.44166,1.18790,1.17360,9.83852,43.6939,35.4902,7.02743,1.50911,1.70450,2.23736,2.86808,1.72962,1.64193,3.16769,5.29867,2.30069,2.59966,1.85292,1.25356,1.06027,1.98790,1.59974,1.29874,2.17407,2.88944,2.31604,-0.0124919
"ch2/bcd/SPITZER_I2_46467328_0000_0000_1_bcd.fits",19,15.1965,15.0882,0.0473070,0.000219003,0.0491059,0.000230991,0.0503903,0.000243005,0.0510433,0.000254997,0.0513181,0.000267438,56433.23881340527,0.00198239,0.00144397,4.36459,2.06592,1.96636,8482.56,0.473993,0.236473,1.52246,2.88933,0.791713,4.60350,2.22009,0.788894,0.155144,0.871764,2.14053,3.13757,2.17248,2.68098,1.69557,1.45344,3.68372,1.00665,1.65711,2.24605,2.11341,1.28908,10.1094,7.39819,2.67247,3.07296,1.97149,2.53883,0.694181,4.71448,24.4937,52.1424,63.7020,8.37064,2.37983,3.33997,2.58181,2.54610,23.7828,86.4744,697.390,96.9923,16.3035,2.14795,1.68017,3.45709,3.00157,10.6215,52.6396,130.131,95.7096,12.3838,1.09341,2.00689,1.46150,1.36266,2.12809,11.2847,46.3315,35.1922,6.96749,1.52526,1.64315,1.74648,2.21910,1.30709,1.52818,3.21230,5.34274,1.95078,2.01880,1.49956,0.390738,1.52779,1.37428,2.14731,1.39165,2.34537,2.47949,2.40403,0.395388
"ch2/bcd/SPITZER_I2_46467328_0000_0000_1_bcd.fits",20,15.1974,15.0767,0.0479758,0.000218505,0.0497619,0.000230057,0.0510462,0.000241626,0.0517125,0.000253163,0.0519962,0.000265112,56433.23883618449,0.00206372,0.00140178,4.27520,2.04738,1.97047,8702.56,-0.0685247,1.44504,1.69705,2.98396,1.44011,3.34663,2.55116,0.881597,0.168891,0.865210,2.21144,2.05354,1.46447,2.27867,0.913655,1.44719,3.52006,1.23497,1.80567,1.84084,2.18223,1.83469,11.9647,6.82825,2.97611,2.82959,1.02850,3.85193,2.02110,5.26626,24.6548,53.9946,63.7849,8.37191,2.06239,3.58036,2.36024,2.79916,24.7459,85.9216,716.286,98.8711,14.8268,2.08222,2.33463,3.60838,3.86632,11.4032,52.7142,129.473,95.1385,11.1858,1.56211,2.00015,1.29095,1.59478,1.96345,11.0381,45.2137,34.7880,5.53690,1.35793,1.63591,1.89833,2.45067,1.85056,1.84086,3.28968,6.61954,1.87311,2.95555,0.943754,1.03794,1.77080,1.30885,2.00650,1.30687,2.67376,2.07968,2.17741,0.169156
"ch2/bcd/SPITZER_I2_46467328_0000_0000_1_bcd.fits",21,15.2082,15.0873,0.0478664,0.000218425,0.0496559,0.000230014,0.0509100,0.000241572,0.0515647,0.000253129,0.0518505,0.000265120,56433.23885896371,0.00196956,0.00140442,4.39568,2.05401,1.95663,8508.56,0.178755,-0.299360,1.06328,2.91178,1.60683,3.75201,1.60708,1.36430,0.255699,0.483934,2.23020,2.73676,1.40577,2.37738,2.32848,1.69736,3.38230,1.25435,2.14904,2.19103,0.819096,1.86772,9.97788,6.78123,3.24262,2.23596,0.902627,2.86657,1.72718,3.86760,23.3908,52.8067,61.1664,8.31052,2.31979,3.20032,3.22974,3.28520,24.2010,90.4790,699.483,103.173,15.2499,2.17056,1.54199,3.39137,2.85581,10.7921,53.1380,136.063,95.8852,12.5564,0.948101,2.32968,1.16273,1.46708,1.13948,10.8328,45.6417,36.0850,7.54429,0.835108,1.82283,1.99382,2.39166,1.55955,1.23595,2.99702,7.67699,2.20651,2.11610,1.28055,0.807919,1.54862,1.47331,2.08772,1.80720,2.28164,1.08750,2.10558,0.897334
