bcdname,framenum,xcen,ycen,flux_2,fluxerr_2,flux_2p25,fluxerr_2p25,flux_2p5,fluxerr_2p5,flux_2p75,fluxerr_2p75,flux_3,fluxerr_3,BMJD,bkgd,bkgderr,np,xfwhm,yfwhm,peakpixDN
"ch2/bcd/SPITZER_I2_46467840_0000_0000_1_bcd.fits",0,15.0391,15.0679,0.0475014,0.000213691,0.0489860,0.000223876,0.0503567,0.000234621,0.0510190,0.000245091,0.0512569,0.000255826,56248.14420020000,0.00145871,0.00129048,4.23618,1.99759,1.94795,8603.56
"ch2/bcd/SPITZER_I2_46467840_0000_0000_1_bcd.fits",1,15.0532,15.0749,0.0479755,0.000212551,0.0495445,0.000222373,0.0509780,0.000232669,0.0516794,0.000242594,0.0519187,0.000252679,56248.14422297922,0.00181324,0.00123502,4.26706,2.01390,1.95903,8685.56
"ch2/bcd/SPITZER_I2_46467840_0000_0000_1_bcd.fits",2,15.0500,15.0847,0.0482506,0.000217042,0.0497770,0.000227729,0.0511679,0.000238983,0.0518840,0.000250067,0.0521579,0.000261438,56248.14424575845,0.00174342,0.00134925,4.31505,2.01388,1.97838,8662.56
"ch2/bcd/SPITZER_I2_46467840_0000_0000_1_bcd.fits",3,15.0654,15.0682,0.0480366,0.000215699,0.0495767,0.000226191,0.0509664,0.000237203,0.0516555,0.000247980,0.0519065,0.000259028,56248.14426853767,0.00179408,0.00132206,4.29362,2.00736,1.94296,8633.56
"ch2/bcd/SPITZER_I2_46467840_0000_0000_1_bcd.fits",4,15.0814,15.0819,0.0481060,0.000208247,0.0496917,0.000216986,0.0510975,0.000226016,0.0518214,0.000234616,0.0521055,0.000243270,56248.14429131689,0.00164647,0.00109683,4.26655,2.00623,1.97304,8698.56
"ch2/bcd/SPITZER_I2_46467840_0000_0000_1_bcd.fits",5,15.0789,15.0898,0.0478990,0.000220423,0.0494701,0.000232126,0.0508531,0.000244388,0.0515503,0.000256559,0.0518223,0.000269131,56248.14431409612,0.00180577,0.00145462,4.23414,2.00629,1.95009,8700.56
"ch2/bcd/SPITZER_I2_46467840_0000_0000_1_bcd.fits",6,15.0918,15.0868,0.0480601,0.000217024,0.0496466,0.000227879,0.0510303,0.000239191,0.0517510,0.000250352,0.0520247,0.000261793,56248.14433687535,0.00180339,0.00135832,4.28279,2.04566,1.97006,8706.56
"ch2/bcd/SPITZER_I2_46467840_0000_0000_1_bcd.fits",7,15.0966,15.0903,0.0482247,0.000213735,0.0497981,0.000223714,0.0511524,0.000234050,0.0518457,0.000244145,0.0521109,0.000254461,56248.14435965457,0.00177165,0.00125862,4.20518,1.98902,1.96907,8776.56
"ch2/bcd/SPITZER_I2_46467840_0000_0000_1_bcd.fits",8,15.0897,15.0906,0.0480189,0.000211464,0.0495934,0.000220999,0.0509628,0.000230866,0.0516504,0.000240404,0.0519057,0.000250105,56248.14438243379,0.00182197,0.00120210,4.24875,2.01831,1.96570,8714.56
"ch2/bcd/SPITZER_I2_46467840_0000_0000_1_bcd.fits",9,15.0927,15.0868,0.0480619,0.000215835,0.0496158,0.000226358,0.0509767,0.000237332,0.0516955,0.000248157,0.0519838,0.000259254,56248.14440521302,0.00179227,0.00132563,4.23570,2.00658,1.97927,8738.56
"ch2/bcd/SPITZER_I2_46467840_0000_0000_1_bcd.fits",10,15.0903,15.0923,0.0481332,0.000212322,0.0496939,0.000221986,0.0510504,0.000232002,0.0517507,0.000241748,0.0520139,0.000251667,56248.14442799224,0.00162524,0.00122185,4.19743,1.99135,1.94374,8749.56
"ch2/bcd/SPITZER_I2_46467840_0000_0000_1_bcd.fits",11,15.0794,15.0697,0.0482210,0.000219953,0.0497678,0.000231367,0.0511466,0.000243359,0.0518326,0.000255232,0.0520931,0.000267488,56248.14445077147,0.00182342,0.00142829,4.14651,1.99978,1.97418,8874.56
"ch2/bcd/SPITZER_I2_46467840_0000_0000_1_bcd.fits",12,15.0720,15.0781,0.0482294,0.000212964,0.0497690,0.000222711,0.0511532,0.000232903,0.0518410,0.000242783,0.0520837,0.000252846,56248.14447355069,0.00179818,0.00123503,4.15606,1.98425,1.94029,8824.56
"ch2/bcd/SPITZER_I2_46467840_0000_0000_1_bcd.fits",13,15.0846,15.0809,0.0478382,0.000211843,0.0493951,0.000221532,0.0507677,0.000231605,0.0514640,0.000241378,0.0517316,0.000251338,56248.14449632991,0.00177625,0.00122197,4.18884,2.02267,1.94655,8745.56
"ch2/bcd/SPITZER_I2_46467840_0000_0000_1_bcd.fits",14,15.0975,15.0932,0.0480703,0.000209927,0.0496611,0.000219093,0.0510216,0.000228510,0.0517091,0.000237565,0.0519636,0.000246734,56248.14451910914,0.00166012,0.00115267,4.20673,1.99218,1.94415,8730.56
"ch2/bcd/SPITZER_I2_46467840_0000_0000_1_bcd.fits",15,15.0949,15.0996,0.0479926,0.000216364,0.0495703,0.000227082,0.0509341,0.000238230,0.0516420,0.000249224,0.0519049,0.000260488,56248.14454188837,0.00192702,0.00134337,4.21543,2.00600,1.96371,8749.56
"ch2/bcd/SPITZER_I2_46467840_0000_0000_1_bcd.fits",16,15.1052,15.0985,0.0480997,0.000219737,0.0496925,0.000231216,0.0510438,0.000243151,0.0517348,0.000255009,0.0519793,0.000267213,56248.14456466759,0.00193843,0.00142887,4.20343,2.00687,1.95868,8770.56
"ch2/bcd/SPITZER_I2_46467840_0000_0000_1_bcd.fits",17,15.1150,15.1065,0.0481958,0.000220620,0.0498155,0.000232302,0.0511573,0.000244396,0.0518464,0.000256444,0.0520940,0.000268862,56248.14458744681,0.00191693,0.00144778,4.25267,1.99531,1.94376,8713.56
"ch2/bcd/SPITZER_I2_46467840_0000_0000_1_bcd.fits",18,15.1028,15.0924,0.0479518,0.000213196,0.0495270,0.000223179,0.0508712,0.000233497,0.0515696,0.000243594,0.0518550,0.000253930,56248.14461022604,0.00167698,0.00125628,4.21293,2.01424,1.97229,8743.56
"ch2/bcd/SPITZER_I2_46467840_0000_0000_1_bcd.fits",19,15.1006,15.0822,0.0480226,0.000213141,0.0496216,0.000223120,0.0510072,0.000233456,0.0517142,0.000243517,0.0519753,0.000253767,56248.14463300526,0.00176199,0.00125078,4.20367,2.00017,1.95577,8749.56
"ch2/bcd/SPITZER_I2_46467840_0000_0000_1_bcd.fits",20,15.0999,15.0908,0.0476334,0.000222550,0.0492130,0.000234869,0.0505684,0.000247740,0.0512544,0.000260600,0.0514982,0.000273889,56248.14465578449,0.00181839,0.00151989,4.24713,2.00665,1.96677,8640.56
"ch2/bcd/SPITZER_I2_46467840_0000_0000_1_bcd.fits",21,15.0864,15.0958,0.0480807,0.000211157,0.0496460,0.000220574,0.0510015,0.000230306,0.0516826,0.000239711,0.0519414,0.000249282,56248.14467856371,0.00170949,0.00118971,4.21208,1.99869,1.96385,8742.56
"ch2/bcd/SPITZER_I2_46467840_0000_0000_1_bcd.fits",22,15.0668,15.0839,0.0479002,0.000212564,0.0494406,0.000222369,0.0508249,0.000232619,0.0515204,0.000242567,0.0517639,0.000252686,56248.14470134294,0.00170574,0.00124002,4.21529,1.99852,1.93980,8690.56
"ch2/bcd/SPITZER_I2_46467840_0000_0000_1_bcd.fits",23,15.0681,15.0850,0.0482507,0.000216166,0.0498041,0.000226683,0.0511946,0.000237700,0.0518871,0.000248488,0.0521299,0.000259531,56248.14472412216,0.00179132,0.00132564,4.25510,1.98473,1.94955,8698.56
"ch2/bcd/SPITZER_I2_46467840_0000_0000_1_bcd.fits",24,15.0645,15.0812,0.0480877,0.000217929,0.0496168,0.000228905,0.0510009,0.000240456,0.0517177,0.000251878,0.0519896,0.000263611,56248.14474690139,0.00177388,0.00138050,4.30160,2.00813,1.97605,8653.56
